No.;Sentimen;Tweet
1355;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1356;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1357;Positif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1358;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1359;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1360;Negatif;b'Ya silahkan kan dia yg mimpin Jakarta sekarang\nNanti Anis jika jadi president\nStop IKN tanpa kompromi, \naudit proye\xe2\x80\xa6 https://t.co/qs97NNleM5'
1361;Negatif;b'RT @Muhammad_Saewad: Kenapa hanya gara-gara IKN, kok seperti ini? https://t.co/DKfBNVwnRv'
1362;Positif;b'IKN NUSANTARA Terus dibangun. \nSampai dengan saat ini, IKN Nusantara masuki tahapan pembangunan yaitu tahap land c\xe2\x80\xa6 https://t.co/hfzVPLej8o'
1363;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1364;Negatif;b'@abu_waras gorila bicara IKN mana mungkin ngerti'
1365;Positif;b'RT @alisyarief: Enam Ribu Kepala Desa se-Indonesia Direncanakan Kunjungi IKN https://t.co/gVza2MX6RY'
1366;Positif;b'Kejaksaan bersama Kementerian PUPR mengawal 4 proyek pembangunan Ibu Kota Negara (IKN) Nusantara. Dukungan dan peng\xe2\x80\xa6 https://t.co/HOee7vQ0Hx'
1367;Negatif;b'RT @OposisiCerdas: Jokowi Bilang Akan Datang Badai Besar Karena Resesi, Dokter Tifa: Kenapa Masih Ngotot Bangun IKN?\nhttps://t.co/JpNqwMHOsy'
1368;Negatif;b'RT @DokterTifa: Sudah tahu akan ada Badai Besar. Dunia akan gelap. Resesi dahsyat. Rawan pangan hebat. \n\nKenapa masih ngotot bangun IKN? ht\xe2\x80\xa6'
1369;Positif;b'@kitaadlIDN @Dennysiregar7 Betul banget. Dgn adanya IKN di pulau Kalimantan, maka pemerintah kita tdk terlalu condo\xe2\x80\xa6 https://t.co/fRygyowiWT'
1370;Negatif;b'RT @kr1t1kp3d45_pro: Padahal Sebagian Besar Warga NTT, Adalah Pendukung Jokowi.. Namun Kini Mereka Banyak Yang Menderita\xe2\x80\xbc\xef\xb8\x8f\nPresidennya pun\xe2\x80\xa6'
1371;Negatif;b'@d1eonDon Buzzerp senyap kl urusan IKN'
1372;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1373;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1374;Negatif;b'@herrikusnadi @Uki23 bila yg di ucapkan kebohongan jgn berharap mampu menjawab pertanyaan yg bebrbasis fakta. jadi\xe2\x80\xa6 https://t.co/QLcsAwmgG5'
1375;Positif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1376;Negatif;b'@HelmiFelis_ kereta cepat, ikn akan mengalami hal yang sama, mukidi wafatpun IKN tak pernah ada...jadi hutan lagi d\xe2\x80\xa6 https://t.co/BSpB5FGYFs'
1377;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1378;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1379;Negatif;b'Jokowi: Akan Datang Badai Besar karena Resesi, Dokter Tifa: Kenapa Masih Ngotot Bangun IKN?\n#RevolusiRakyat411\xe2\x80\xa6 https://t.co/7kbEcaGbmX'
1380;Negatif;"b'RT @Speedtrap_: Twitter Milik Kafir tapi tiap hari main di TL, Saat Presiden bangun IKN demi Pemerataan &amp; keadilan berbangsa yg biayanya le\xe2\x80\xa6'"
1381;Positif;b'Dukung pembangunan IKN untuk peningkatan ekonomi Indonesia\n\n#IKN #pembangunanikn #pembangunaniknnusantara\xe2\x80\xa6 https://t.co/1m0I8c55cH'
1382;Negatif;"b'RT @kang_akuy: @fl0werbe4n_ IKN &amp; KACEP JKT-BDG(coret) stop. Laksanakan Pemilu/Pilkada &amp; Pilpres On schedule sesuai amanat UU.\nSetelah itu\xe2\x80\xa6'"
1383;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1384;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1385;Negatif;b'RT @arthaN38836243: MEMBANGUN IKN DENGAN HGB 160 TAHUN ITU ARTINYA:\n\n1. RI kehilangan ibu kota.\n2. Masa depan anak cucu terampas oleh pemeg\xe2\x80\xa6'
1386;Negatif;b'@geloraco Harusnya IKN batal, pemilu lanjut. Krisis diatas.'
1387;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1388;Positif;b'@ikn_id Mantap IKN'
1389;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1390;Negatif;b'@NawaNinik @RoniaLkhoir @BangMora5 @ChusnulCh__ Fakta:Konsep penanganan banjir terbaik itu pakai konsep sponge city\xe2\x80\xa6 https://t.co/u19ZjYszpg'
1391;Negatif;b'RT @Sirqieee: @antaranews Masih aja lu jualan IKN qontol. https://t.co/vpogP2koqZ'
1392;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1393;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1394;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1395;Negatif;b'@CNNIndonesia Ya duit keuntungannya masuk ke IKN lah, mau kemana lagi.'
1396;Negatif;"b'RT @t0n1h3r5_83: TDK SEMUDAH YG DIBAYANGKAN APALAGI BUAT PANGKALAN2 MILITER AD , AL , AU BUTUH PERLUASAN TANAH &amp; ALUTISNYA TUK MELINGKARI K\xe2\x80\xa6'"
1397;Positif;b'Kementerian investasi nyatakan IKN buka peluang tinggi bagi investor tanam modal\n\n#IKNBerdampakPositifhttps://t.co/8ZCueM7U9l'
1398;Positif;b'RT @S4fitr1HS: Cuplikan sepekan Presiden @jokowi \n\nPresiden berkunjung ke kawasan Ibu Kota Nusantara pekan lalu. Ia datang dengan menyusuri\xe2\x80\xa6'
1399;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1400;Negatif;b'RT @keuangannews_id: IKN- Presiden Sudah Berada di Jalan Buntu! https://t.co/gejEF0Qdph'
1401;Negatif;b'@DokterTifa Persis dg jawaban anak2 SD di sekolah saya, ketika di tanya ttg ikn padahal pak presiden mau abis masa\xe2\x80\xa6 https://t.co/VgYdxVgDBy'
1402;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1403;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1404;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1405;Positif;b'Platform Jagat Nusantara merupakan gambaran dari IKN Nusantara, yang dalam dunia nyata masih dalam tahap pembanguna\xe2\x80\xa6 https://t.co/ihDrpRlnXz'
1406;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1407;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1408;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1409;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1410;Negatif;b'@chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Argumenmu mengenai ikn cm ngandelin issue ga ada kereta itu maksa banget \xf0\x9f\x98\x81\xf0\x9f\x98\x82\xf0\x9f\x98\x85\xf0\x9f\x98\x81\xf0\x9f\x98\x81'
1411;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1412;Negatif;b'@geloraco Demi kepastian pembangunan ikn kah ?'
1413;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1414;Negatif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1415;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1416;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1417;Negatif;b'Daripada bangun IKN mending uangnya dikasih ke rakyat. Untuk pendidikan, kesehatan, ekonomi.\nBukan bangun bangunan\xe2\x80\xa6 https://t.co/xYeyw67vdc'
1418;Negatif;b'RT @JoPermadi: @chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Ya om sampeyan salah contoh bandingin kalsel dan kaltim, bahas ikn di kaltim yg di\xe2\x80\xa6'
1419;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1420;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1421;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1422;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1423;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1424;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1425;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1426;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1427;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1428;Negatif;b'RT @DokterTifa: Sudah tahu akan ada Badai Besar. Dunia akan gelap. Resesi dahsyat. Rawan pangan hebat. \n\nKenapa masih ngotot bangun IKN? ht\xe2\x80\xa6'
1429;Negatif;b'@chusen_111_ @mug1w4ra_luffy @HelmiFelis_ Ya om sampeyan salah contoh bandingin kalsel dan kaltim, bahas ikn di kal\xe2\x80\xa6 https://t.co/8aqEoxPMMn'
1430;Positif;b'Jagat Nusantara, Metaverse IKN yang diluncurkan Presiden Jokowi. \n#IKNSejahterakanIndonesia \n#DukungIKNNusantara\xe2\x80\xa6 https://t.co/RtT2GdORQj'
1431;Negatif;b'RT @Uvhie6: @alisyarief Gilaaa... Ribuan kades??..\nTapi pasti nengok doang, foto-foto, tidur di kota Balikpapan. \nKalo di IKN... Hotel gak\xe2\x80\xa6'
1432;Negatif;"b'RT @t0n1h3r5_83: TDK SEMUDAH YG DIBAYANGKAN APALAGI BUAT PANGKALAN2 MILITER AD , AL , AU BUTUH PERLUASAN TANAH &amp; ALUTISNYA TUK MELINGKARI K\xe2\x80\xa6'"
1433;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1434;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1435;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1436;Negatif;b'RT @YasonnaB: Indonesia tidak butuh IKN baru\nIndonesia tidak butuh Stadion baru\n\nIndonesia membutuhkan Presiden baru yang adil dan Jujur\n#R\xe2\x80\xa6'
1437;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1438;Negatif;b'@Sirqieee @antaranews emang iKN punya kelamin, om!!'
1439;Negatif;b'@sindai_salie Mrk tahunya lahan utk IKN msh berupa hutan asli. Ngak tahu kalau disana justru banyak lubang2 besar b\xe2\x80\xa6 https://t.co/N51xAKLkGO'
1440;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1441;Positif;b'Kementerian PUPR bantu pembangunan di ikn\n\n#IKNBerdampakPositifhttps://t.co/fQrrcZycvo'
1442;Positif;b'OJK berharap seluruh industri jasa keuangan berkantor di IKN\n\n#IKNBerdampakPositifhttps://t.co/pboeoMQHde'
1443;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1444;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1445;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1446;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1447;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1448;Negatif;b'@satriohendri Tujuannya investasi kecil kecilan. Ingat ikn harus segera dibangun ta ada uang di kantong'
1449;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1450;Negatif;"b'Seperti Pepatah:\n""Pengacara Yang Minta Damai, Argonya Pendek"" \xf0\x9f\x98\x81\xf0\x9f\x98\x81\nEh pepatah apa bukan ya? Pepatah macam apa itu...\xe2\x80\xa6 https://t.co/rOV5fzGcJk'"
1451;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1452;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1453;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1454;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1455;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1456;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1457;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1458;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1459;Negatif;b'RT @keuangannews_id: IKN- Presiden Sudah Berada di Jalan Buntu! https://t.co/gejEF0Qdph'
1460;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1461;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1462;Negatif;b'IKN Pindah Kadrun Hilang Panggung Habib Kribo\nhttps://t.co/1QUzbHV9Y9'
1463;Negatif;"b'RT @Speedtrap_: Twitter Milik Kafir tapi tiap hari main di TL, Saat Presiden bangun IKN demi Pemerataan &amp; keadilan berbangsa yg biayanya le\xe2\x80\xa6'"
1464;Negatif;b'RT @IrmansyahAdhy: DULU JUALAN ESEMKA..SKRG JUALAN IKN...\nSEBENARX CEBONG ITU KEMARIN PILIH PRESIDEN ATAU MAKELAR SIH..? \xf0\x9f\xa4\x94....\n\n#JokowiAnte\xe2\x80\xa6'
1465;Negatif;b'@alisyarief Lha trus mau ngapain.....\nApa masing2 desa dsruh bkin Ikn juga..... \nMacem2 tenan...'
1466;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1467;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1468;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1469;Positif;b'RT @alisyarief: Enam Ribu Kepala Desa se-Indonesia Direncanakan Kunjungi IKN https://t.co/gVza2MX6RY'
1470;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1471;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1472;Negatif;b'RT @IMCMushroom: Pada mikir dong ?\nBuat apa ?\nApa manfaatnya?\nBanyak Rakyat yg kelaparan,emangnya pergi kesana gak pake ongkos.....\nKepala\xe2\x80\xa6'
1473;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1474;Negatif;b'RT @DokterTifa: Menggebu2nya bangun Istana di IKN adl tanda yg sulit dibantah bhw ada yg berniat jadi raja selama mungkin. \n\nNgga mungkin\xe2\x80\xa6'
1475;Negatif;b'Modus kereta cepat dipakai?\n\nBiaya Bangun Infrastruktur Dasar IKN Membengkak Jadi Rp 58 Triliun\n\nKlik untuk baca: https://t.co/lETjN7JSMX'
1476;Negatif;b'RT @DoankWarto: Ternyata harga beli twitter lebih mahal dari biaya pembangunan IKN.\n\nTernyata anggaran Penanganan COVID-19 selama 3 tahun m\xe2\x80\xa6'
1477;Negatif;b'RT @HukumDan: Ngundang ribuan kepala desa ke IKN pake duit pribadi?? \nKan ada 1200 triliun bisa di pake buat ticket, akomodasi dan lain lai\xe2\x80\xa6'
1478;Negatif;b'@jokowi Plis inves my IKN'
1479;Negatif;b'RT @kr1t1kp3d45_pro: Benarkah Dana Haji Di Gunakan Untuk Membangun IKN \xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f\xe2\x81\x89\xef\xb8\x8f https://t.co/U0AMdI5fgr'
1480;Positif;b'Sinergi Pengelolaan Sampah IKN, Butuh Teknologi di TPAS\xc2\xa0Manggar https://t.co/9iwIGZPaUK'
1481;Negatif;b'@PietFitriady @amelia_rfk Presiden yang sukses itu jika bisa membangun ekonomi kerakyatan yang kuat, bukan membangu\xe2\x80\xa6 https://t.co/aEXqxEUbnd'
1482;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1483;Negatif;b'@satiagustaman @alisyarief Gak cm impor tp terkait investor. Blm lama umbar obral ikn wkwkwk'
1484;Positif;b'IKN Nusantara berdampak Positifterhadap pembangunan dan perekonomian Kaltim\n\n#IKNBerdampakPositifhttps://t.co/G5WJtjMAQL'
1485;Positif;b'IKN Nusantara berdampak terhadap pembangunan dan perekonomian Kaltim\n\n#IKNBerdampakPositifhttps://t.co/70GD0VcT1J'
1486;Negatif;b'RT @AnthonyBudiawan: Upaya menarik investasi IKN, pertama rayu Softbank, gagal: Setelah UU IKN disahkan, Softbank malah mundur. Kedua, mau\xe2\x80\xa6'
1487;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1488;Positif;b'RT @sindai_salie: Pembangunan IKN tidak mengganggu kelestarian hutan Kalimantan dan warga masih bisa tetap tinggal di IKN. \n\nYg menentang p\xe2\x80\xa6'
1489;Negatif;b'RT @IrmansyahAdhy: DULU JUALAN ESEMKA..SKRG JUALAN IKN...\nSEBENARX CEBONG ITU KEMARIN PILIH PRESIDEN ATAU MAKELAR SIH..? \xf0\x9f\xa4\x94....\n\n#JokowiAnte\xe2\x80\xa6'
1490;Negatif;"b'RT @Speedtrap_: Twitter Milik Kafir tapi tiap hari main di TL, Saat Presiden bangun IKN demi Pemerataan &amp; keadilan berbangsa yg biayanya le\xe2\x80\xa6'"
1491;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
1492;Negatif;b'RT @AnidraAyt: Tawarkan ke Investor HGB IKN 80 hingga 160 Tahun, BPN: Kita Akan Berikan Kemudahan\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRe\xe2\x80\xa6'
1493;Negatif;"b""RT @AnidraAyt: Rayu Investor IKN, Jokowi Kasih 'Pemanis', Diskon Pajak 350%\n\n#GoyanganPolitikRezim\n#GoyanganPolitikRezim\n\nhttps://t.co/10HP\xe2\x80\xa6"""
1494;Negatif;b'RT @HukumDan: Wuiih. Serius ini kek nya pindah, Sampai di anggarkan hampir 2 M.\nJasa Konsultansi Perencanaan Konstruksi Perancangan Master\xe2\x80\xa6'
1495;Negatif;b'RT @abu_waras: VOC Menikmati Tanah Batavia selama 360 Tahun, Ternyata HGB bisa menikmati tanah di IKN selama 160 Tahun.\n\nKeprok Barudak! ht\xe2\x80\xa6'
